nome,sobrenome,email,telefone,data_nascimento,numero_passaporte,nacionalidade_id,programa_fidelidade,milhas_acumuladas
Henrique,Silveira,henrique.silveira222@gmail.com,+55 31 7632-9403,2005-12-02,TD235869,257,EXECUTIVE_CLUB,327104
Nicole,Silveira,nicole.silveira223@gmail.com,+55 11 7412-6980,1961-02-09,VO931751,102,,128415
Olivia,Siqueira,olivia.siqueira224@outlook.com.br,(051) 1086 1997,1962-02-12,YP325220,575,EXECUTIVE_CLUB,390814
André,Monteiro,andré.monteiro225@icloud.com,0900-313-2940,1954-07-04,PW261127,257,,24051
Lucas Gabriel,Rocha,lucasgabriel.rocha226@live.com,21 9425 0165,1994-06-23,YW924153,33,,72276
Manuela,Fonseca,manuela.fonseca227@terra.com.br,(071) 4863-2810,1962-02-25,JH262308,264,SMILES,459036
Maya,Rios,maya.rios228@gmail.com,(081) 6055 7384,1993-10-14,KB822398,799,SKYWARDS,301720
Igor,Aragão,igor.aragão229@outlook.com.br,+55 (041) 6616 1531,1940-11-14,CD361512,810,EXECUTIVE_CLUB,24895
Lunna,Garcia,lunna.garcia230@outlook.com.br,+55 (041) 4456-9791,1941-11-03,XR175233,658,EXECUTIVE_CLUB,41574
Nina,Barros,nina.barros231@bol.com.br,+55 31 6975-7554,1954-11-29,HP699594,1000,FLYING_BLUE,357478
Isabel,Viana,isabel.viana232@gmail.com,84 3426-0533,1966-08-02,UE394415,986,,417316
Sabrina,Nogueira,sabrina.nogueira233@yahoo.com.br,(041) 9969 6608,1995-09-27,CO366977,188,TUDO_AZUL,348204
Igor,Moraes,igor.moraes234@live.com,(051) 8804 1403,1991-12-28,NK365068,574,EXECUTIVE_CLUB,180087
Larissa,Câmara,larissa.câmara235@bol.com.br,(031) 4512-6193,1976-03-30,DB211954,2,TUDO_AZUL,33234
Manuella,Pimenta,manuella.pimenta236@gmail.com,+55 (041) 2930-9443,1999-05-08,YU887260,117,,115601
Davi Miguel,Rodrigues,davimiguel.rodrigues237@yahoo.com.br,+55 (081) 4557-9990,1946-03-10,VG382002,979,SMILES,236126
Bruno,Melo,bruno.melo238@yahoo.com.br,71 6872 3063,1963-09-27,QC377239,965,TUDO_AZUL,225262
Larissa,Ferreira,larissa.ferreira239@live.com,51 3715 1041,1999-03-08,VY516306,254,TUDO_AZUL,484238
Ravy,Guerra,ravy.guerra240@live.com,(081) 6795-9322,1971-05-31,PK694248,193,SKYWARDS,268960
Vitor Hugo,Peixoto,vitorhugo.peixoto241@outlook.com.br,+55 11 7196-7557,1973-01-17,PK482425,698,MILES_AND_GO,170767
Isaac,Cardoso,isaac.cardoso242@gmail.com,0500-454-0289,1997-05-30,VK748157,916,FLYING_BLUE,282829
Agatha,da Rosa,agatha.darosa243@uol.com.br,51 2697 6941,1978-07-08,YO762519,710,,305028
Ravy,Rocha,ravy.rocha244@outlook.com.br,(084) 4886-8996,1966-10-01,SN354965,163,MILES_AND_GO,273500
Antony,Moreira,antony.moreira245@live.com,(011) 3914-1835,1975-09-08,NN415295,177,ASIA_MILES,239388
Breno,Souza,breno.souza246@bol.com.br,+55 (071) 4447 4270,1981-12-04,VI760586,160,TUDO_AZUL,147142
Marcela,Carvalho,marcela.carvalho247@terra.com.br,+55 81 5278-6109,1960-11-05,JC856509,455,AADVANTAGE,108575
Bruna,da Cunha,bruna.dacunha248@live.com,+55 (031) 8740-7519,1996-09-17,XX726679,713,,222496
Samuel,Pimenta,samuel.pimenta249@hotmail.com,+55 61 6037-8280,2003-10-25,PO479614,225,MILEAGE_PLUS,499499
Rafael,Dias,rafael.dias250@outlook.com.br,0300-910-8587,1976-01-10,ED888145,8,TUDO_AZUL,478974
Maria Luiza,Marques,marialuiza.marques251@gmail.com,(071) 5013-9939,2001-01-11,PH883347,344,EXECUTIVE_CLUB,385815
Luiz Felipe,Duarte,luizfelipe.duarte252@outlook.com.br,(041) 9746-3177,2006-04-27,CB562247,825,,310488
Davi Luiz,Moreira,daviluiz.moreira253@outlook.com.br,81 6786 1633,1952-10-04,BE407622,497,AADVANTAGE,214444
Heloísa,Costela,heloísa.costela254@icloud.com,+55 41 0326-2498,1948-07-18,PU922243,6,,245959
Laura,da Rosa,laura.darosa255@gmail.com,+55 61 6654-9770,1981-12-07,VP138081,190,,35756
Ana Sophia,Câmara,anasophia.câmara256@outlook.com.br,+55 81 3495-4121,1960-08-17,IP953155,266,,189179
Maria Flor,Garcia,mariaflor.garcia257@yahoo.com.br,71 0128-9348,1943-09-18,KB184074,665,SKYWARDS,388827
Luan,Nascimento,luan.nascimento258@gmail.com,+55 (041) 9205 3650,2002-10-31,RU918490,144,MILES_AND_GO,419860
Alícia,Porto,alícia.porto259@terra.com.br,51 6969 0019,1967-08-07,IV567986,783,ASIA_MILES,295701
Lucca,Cunha,lucca.cunha260@uol.com.br,(051) 2404 1575,1946-07-05,HD659504,276,AADVANTAGE,349125
Olívia,Sales,olívia.sales261@bol.com.br,+55 (011) 7686-1277,1987-09-24,WO440000,290,MILES_AND_GO,45691
Miguel,da Costa,miguel.dacosta262@uol.com.br,(071) 6942 0184,1956-09-07,OB550262,508,,291377
Théo,Vieira,théo.vieira263@terra.com.br,61 6162 9506,1970-11-21,GM608687,871,MILEAGE_PLUS,461999
Alexia,Azevedo,alexia.azevedo264@gmail.com,+55 11 8417 3265,1954-12-21,AV510795,586,MILEAGE_PLUS,272604
João Lucas,Cunha,joãolucas.cunha265@bol.com.br,(011) 5546-1203,1983-08-08,XX577199,589,ASIA_MILES,377504
Vitória,da Mota,vitória.damota266@outlook.com.br,+55 (051) 6440-1989,1971-05-20,YZ232086,799,EXECUTIVE_CLUB,200241
Luiz Felipe,Santos,luizfelipe.santos267@icloud.com,0500-143-5354,2001-07-17,HW153610,548,TUDO_AZUL,168766
Luiz Miguel,Fernandes,luizmiguel.fernandes268@outlook.com.br,61 6078-1384,1948-12-14,YH778125,636,,441997
Maria,Vieira,maria.vieira269@terra.com.br,+55 11 3407 4918,1998-01-17,BA468119,273,MILES_AND_GO,33241
Anna Liz,Almeida,annaliz.almeida270@terra.com.br,61 2405-5465,1987-12-22,MU566510,708,SMILES,141258
Eduardo,Cardoso,eduardo.cardoso271@gmail.com,0800-061-1959,1967-09-29,BI690026,147,TUDO_AZUL,454709
Maria,Cunha,maria.cunha272@live.com,(071) 3031 5846,1951-01-02,FI150126,881,,417214
Ana Luiza,da Conceição,analuiza.daconceição273@bol.com.br,+55 81 8054 0092,1958-11-23,NN848430,431,SMILES,408155
Otto,Caldeira,otto.caldeira274@terra.com.br,+55 (071) 7873 0539,2003-12-26,ZM364995,46,MILEAGE_PLUS,138353
Benjamim,Andrade,benjamim.andrade275@uol.com.br,+55 81 3292-6205,1992-01-27,MF588496,540,EXECUTIVE_CLUB,442851
Emanuella,Vargas,emanuella.vargas276@terra.com.br,(084) 6284 9756,1988-07-10,YW545851,417,MILES_AND_GO,270509
Catarina,Siqueira,catarina.siqueira277@live.com,+55 21 3939-9431,1977-08-07,AA313954,201,LATAM_PASS,101176
Bento,Pacheco,bento.pacheco278@terra.com.br,71 8857-8782,1945-10-29,YY594352,377,EXECUTIVE_CLUB,361037
Sofia,Albuquerque,sofia.albuquerque279@terra.com.br,+55 (061) 8397-8301,1973-03-29,OQ149947,473,FLYING_BLUE,203066
Luana,Fonseca,luana.fonseca280@icloud.com,71 0745 6256,1960-04-26,OO797039,361,EXECUTIVE_CLUB,126267
Maria Helena,Abreu,mariahelena.abreu281@uol.com.br,+55 (031) 7188-7587,2002-06-30,DG806086,700,,48459
Bella,Aragão,bella.aragão282@icloud.com,+55 (051) 2075 2046,1999-09-02,ES612549,523,AADVANTAGE,499768
Calebe,Martins,calebe.martins283@bol.com.br,0800 064 8477,1954-08-02,KE705701,438,SKYWARDS,275325
Mateus,Pimenta,mateus.pimenta284@yahoo.com.br,+55 (021) 4440-7319,1943-03-29,VT780684,223,ASIA_MILES,288127
Maria Sophia,Barros,mariasophia.barros285@icloud.com,0900-011-2036,1984-11-02,QZ820938,714,,457465
Mariana,Cirino,mariana.cirino286@hotmail.com,61 9426 1666,1990-06-08,ND841169,117,MILES_AND_GO,308815
Yan,Mendes,yan.mendes287@hotmail.com,+55 (041) 7935 2756,2007-11-10,LK384967,236,SKYWARDS,29915
Emanuelly,Carvalho,emanuelly.carvalho288@gmail.com,+55 51 1300 1618,1977-06-02,KI790201,690,LATAM_PASS,210819
Pedro Miguel,Cavalcanti,pedromiguel.cavalcanti289@hotmail.com,+55 (031) 9007-4166,1962-11-30,VF440136,968,AADVANTAGE,372224
Vitor Gabriel,Costela,vitorgabriel.costela290@gmail.com,41 0428 3167,1977-11-02,RB926224,834,EXECUTIVE_CLUB,452083
João Lucas,Cunha,joãolucas.cunha291@yahoo.com.br,(031) 6447 1060,1998-05-09,CY619526,864,,264775
Isabel,Araújo,isabel.araújo292@outlook.com.br,+55 41 7788-9214,1971-05-01,MT608992,489,,78249
Joaquim,Nogueira,joaquim.nogueira293@hotmail.com,+55 (081) 7290 8479,1943-02-06,YR659361,995,FLYING_BLUE,401984
Sophia,Silveira,sophia.silveira294@gmail.com,+55 51 1705 6476,1989-11-08,HN129011,373,LATAM_PASS,404516
Bianca,Nogueira,bianca.nogueira295@terra.com.br,21 7903 3675,1971-05-09,CA807508,206,AADVANTAGE,111070
Alana,Vargas,alana.vargas296@live.com,0500-109-9993,2003-10-27,LR346827,969,ASIA_MILES,322320
Maria Sophia,Moura,mariasophia.moura297@bol.com.br,71 5230 8045,1977-03-01,KE438963,514,SMILES,27437
Paulo,Correia,paulo.correia298@bol.com.br,+55 11 0498-2070,2000-02-06,AS553987,199,LATAM_PASS,275899
André,Alves,andré.alves299@yahoo.com.br,(061) 5547-5396,1967-02-21,BY887005,33,ASIA_MILES,278682
Amanda,Vieira,amanda.vieira300@hotmail.com,(011) 3825-1172,2004-12-18,XU523815,249,MILES_AND_GO,382255
Nathan,Aragão,nathan.aragão301@uol.com.br,(084) 8217 2633,1997-10-07,CM508897,817,AADVANTAGE,324814
Benjamin,Nogueira,benjamin.nogueira302@gmail.com,+55 71 8088-6112,1993-09-08,HO328714,819,AADVANTAGE,26434
Emilly,Montenegro,emilly.montenegro303@gmail.com,(031) 3065 7721,1961-01-04,CB319688,532,SMILES,5856
Guilherme,Carvalho,guilherme.carvalho304@live.com,71 8109 8176,1947-09-14,MD824459,612,AADVANTAGE,262547
Liz,da Conceição,liz.daconceição305@terra.com.br,+55 21 5267 3711,1949-03-06,YV597362,205,SMILES,65393
Apollo,Machado,apollo.machado306@gmail.com,61 8686 4641,2004-02-12,TF965541,307,,145559
Amanda,Melo,amanda.melo307@uol.com.br,0500-468-9537,1964-03-26,DR747743,161,MILES_AND_GO,146387
Ana,Cirino,ana.cirino308@terra.com.br,(051) 7768 9977,1952-02-25,RF259407,178,SKYWARDS,242032
Pedro Miguel,Rodrigues,pedromiguel.rodrigues309@terra.com.br,51 6032 3701,1946-06-10,CL786099,334,,62641
Vinícius,Rocha,vinícius.rocha310@gmail.com,0800-507-1519,2000-06-06,KC453793,908,,83315
Gabrielly,Siqueira,gabrielly.siqueira311@uol.com.br,+55 21 0477-2596,1950-01-02,QL397852,572,,304005
Dom,Sampaio,dom.sampaio312@hotmail.com,0500-533-8416,1965-01-05,LT648027,451,,48984
José,Sá,josé.sá313@gmail.com,+55 (061) 8815-6603,1969-12-25,CT529405,649,ASIA_MILES,424319
Benjamim,Oliveira,benjamim.oliveira314@icloud.com,(084) 1834 3493,1944-05-14,ZA232242,121,MILES_AND_GO,273851
Joana,da Cruz,joana.dacruz315@terra.com.br,51 0877 9347,1970-01-11,NR515551,825,LATAM_PASS,332530
João Vitor,da Rocha,joãovitor.darocha316@bol.com.br,(011) 7621-8743,1946-10-28,UD859870,972,,284750
Asafe,Pinto,asafe.pinto317@outlook.com.br,11 4293-2683,1959-11-20,HS421058,741,ASIA_MILES,261999
Ana Julia,Moreira,anajulia.moreira318@live.com,0500-295-1628,1942-01-25,YK252493,759,FLYING_BLUE,354498
Bruno,Novais,bruno.novais319@bol.com.br,+55 71 8262-7733,1964-02-18,DE709216,692,SMILES,147146
Gustavo,Cirino,gustavo.cirino320@terra.com.br,+55 41 2876 6340,1975-11-21,FJ117682,536,TUDO_AZUL,261010
Théo,Caldeira,théo.caldeira321@live.com,+55 61 4765-2246,2006-10-02,JM210378,626,EXECUTIVE_CLUB,64012
Isadora,Moreira,isadora.moreira322@terra.com.br,+55 61 6921 7517,2004-05-23,NJ411886,240,MILES_AND_GO,334851
Gustavo Henrique,da Cruz,gustavohenrique.dacruz323@terra.com.br,+55 (011) 8454-7050,1987-03-21,PG125400,622,SMILES,17495
Augusto,Fogaça,augusto.fogaça324@live.com,(071) 8076 6487,1958-02-06,SB519178,179,ASIA_MILES,314300
Rafaela,da Rosa,rafaela.darosa325@hotmail.com,71 3127-6078,1955-10-16,XZ187092,882,,118636
Ravy,Costa,ravy.costa326@terra.com.br,(011) 8224 5248,1981-09-14,TB371934,103,SMILES,338250
Stella,Campos,stella.campos327@outlook.com.br,+55 (021) 3534 1765,1999-10-21,IB509500,238,MILES_AND_GO,59298
Ana Lívia,Jesus,analívia.jesus328@hotmail.com,+55 71 1191-0147,1995-05-14,IO952022,404,FLYING_BLUE,106217
Pedro Miguel,Nunes,pedromiguel.nunes329@hotmail.com,+55 (041) 9835-8448,1983-04-01,AB855851,628,LATAM_PASS,212854
Antony,Rocha,antony.rocha330@hotmail.com,(051) 7127-7156,1949-08-02,JM178194,883,ASIA_MILES,376996
Melissa,Fernandes,melissa.fernandes331@uol.com.br,0500-091-7447,1996-09-26,YC428622,576,,186425
Thiago,Albuquerque,thiago.albuquerque332@icloud.com,+55 (071) 0892-2906,1940-07-22,GB644465,638,MILEAGE_PLUS,457455
Vicente,Brito,vicente.brito333@outlook.com.br,84 4029-3764,1962-08-04,OI510192,250,LATAM_PASS,421412
Aurora,Cardoso,aurora.cardoso334@outlook.com.br,(051) 8728 0238,1983-12-21,XS405742,352,,81526
Helena,Dias,helena.dias335@outlook.com.br,81 0080 5980,1952-07-24,UW308991,744,MILEAGE_PLUS,67250
Isaque,Moura,isaque.moura336@icloud.com,+55 (021) 0300 5378,1975-03-24,DT109260,196,MILEAGE_PLUS,39139
Leandro,Nogueira,leandro.nogueira337@outlook.com.br,51 7220 3071,1999-04-21,WM451205,276,MILES_AND_GO,266476
Davi,Nogueira,davi.nogueira338@hotmail.com,(011) 9223-9766,2001-08-22,JI226138,982,,67647
Lucas Gabriel,Camargo,lucasgabriel.camargo339@terra.com.br,+55 (084) 5198 0702,1958-09-25,NH270304,661,,339294
Maria,Siqueira,maria.siqueira340@yahoo.com.br,+55 (041) 9428-6358,1982-08-03,NF341908,490,,402494
Renan,das Neves,renan.dasneves341@yahoo.com.br,51 3898 7495,1988-04-17,XN314896,276,AADVANTAGE,295408
Clara,Pereira,clara.pereira342@hotmail.com,0800-233-5588,1944-01-11,MF979568,953,MILEAGE_PLUS,107227
Cecília,Marques,cecília.marques343@yahoo.com.br,31 3463-8916,2001-02-19,LU843332,996,,108596
Enrico,Ribeiro,enrico.ribeiro344@gmail.com,(061) 8753 0296,1964-03-31,KZ231330,720,,430223
Erick,da Mata,erick.damata345@gmail.com,0800-416-7952,2007-02-27,FO837152,470,SKYWARDS,457572
Bryan,Cirino,bryan.cirino346@live.com,31 9145-4811,1980-12-18,QB608212,436,MILEAGE_PLUS,216454
Isaque,Melo,isaque.melo347@yahoo.com.br,+55 84 5848-7494,1975-05-09,YZ148858,950,,462570
Bryan,Aparecida,bryan.aparecida348@yahoo.com.br,+55 (061) 8865-8072,1969-01-23,SY527024,327,SKYWARDS,186098
Asafe,Araújo,asafe.araújo349@icloud.com,+55 (031) 5701 9743,1983-10-26,WX879863,942,,300520
Aurora,Machado,aurora.machado350@terra.com.br,+55 (011) 9255-5680,1987-01-28,FU756328,326,SKYWARDS,148968
Ágatha,da Mata,ágatha.damata351@outlook.com.br,0300-001-5812,1996-01-31,SK874007,905,LATAM_PASS,237500
Otávio,Garcia,otávio.garcia352@yahoo.com.br,+55 (061) 4947-0025,1959-01-05,NJ274470,963,SKYWARDS,393970
Igor,Oliveira,igor.oliveira353@gmail.com,(041) 2446-0957,1967-03-05,SH291579,492,MILES_AND_GO,290044
Maria Vitória,Castro,mariavitória.castro354@bol.com.br,(081) 7476-3083,1976-09-01,IR671494,826,FLYING_BLUE,219778
Brenda,Macedo,brenda.macedo355@yahoo.com.br,61 9091-0063,1985-12-21,CA159315,674,AADVANTAGE,326608
Vitor,Ramos,vitor.ramos356@live.com,+55 21 8042 0223,1961-05-04,IR973786,146,FLYING_BLUE,487859
Arthur,Dias,arthur.dias357@live.com,(084) 7336 8287,2000-01-03,BY538438,612,SMILES,460589
Gabriela,Ferreira,gabriela.ferreira358@live.com,11 5258 6856,1964-11-29,RO784560,115,MILES_AND_GO,47031
Valentina,Fonseca,valentina.fonseca359@gmail.com,(011) 6487-8264,1989-09-26,XT583920,160,EXECUTIVE_CLUB,180926
Nina,Melo,nina.melo360@hotmail.com,+55 (061) 0025 5464,1955-09-04,QB259508,842,,463
Carolina,da Cruz,carolina.dacruz361@uol.com.br,(031) 9852-9484,1959-11-12,QF149498,940,,363104
Alícia,Marques,alícia.marques362@gmail.com,+55 71 4505 6337,1959-12-05,VV522132,300,MILEAGE_PLUS,485945
Bruno,Lima,bruno.lima363@terra.com.br,+55 51 1819 6138,1984-07-27,AY236004,540,EXECUTIVE_CLUB,356719
Lunna,Fonseca,lunna.fonseca364@terra.com.br,0300 422 9813,1962-08-02,UG528917,530,AADVANTAGE,254067
Thales,Ramos,thales.ramos365@yahoo.com.br,+55 11 9977 1180,1960-01-28,RN139659,743,LATAM_PASS,181650
Henrique,Silva,henrique.silva366@outlook.com.br,(051) 4360-4890,1970-06-19,YQ108429,263,MILES_AND_GO,325564
Raquel,Farias,raquel.farias367@yahoo.com.br,+55 41 4369 4749,1970-04-05,GY739676,797,EXECUTIVE_CLUB,481775
Noah,Porto,noah.porto368@bol.com.br,(081) 6889-3861,1993-03-13,RV187407,669,EXECUTIVE_CLUB,225531
Heloísa,Pires,heloísa.pires369@hotmail.com,51 7764 5808,1988-02-05,SN592558,342,SMILES,156195
Ana,Correia,ana.correia370@hotmail.com,0900-652-1790,1994-02-21,JN382956,648,,109773
Benjamin,Duarte,benjamin.duarte371@uol.com.br,+55 (084) 2605 5740,1985-07-22,WB617653,510,TUDO_AZUL,495704
João Lucas,Pires,joãolucas.pires372@icloud.com,(031) 5958 7695,1991-08-18,BO794499,525,SMILES,479886
Evelyn,Nunes,evelyn.nunes373@hotmail.com,+55 (041) 6813-0783,1983-12-31,YF671585,975,TUDO_AZUL,365134
Manuella,Costela,manuella.costela374@hotmail.com,41 3594-1234,1993-08-03,OX335591,581,EXECUTIVE_CLUB,24049
Beatriz,Pacheco,beatriz.pacheco375@yahoo.com.br,+55 (051) 5802-4557,1954-02-26,SY741825,926,,280546
Eduardo,Caldeira,eduardo.caldeira376@outlook.com.br,+55 (051) 7435-1492,2008-01-19,XQ902372,686,ASIA_MILES,174335
Olívia,Jesus,olívia.jesus377@uol.com.br,11 0231-7402,1949-07-11,HP580242,317,FLYING_BLUE,373663
Sabrina,Souza,sabrina.souza378@hotmail.com,41 0763 4433,1943-06-13,MT317227,27,SKYWARDS,466735
Alana,Rodrigues,alana.rodrigues379@outlook.com.br,+55 (061) 6335-6416,1940-07-24,YW455945,839,LATAM_PASS,19305
Luiz Henrique,Pastor,luizhenrique.pastor380@icloud.com,11 0252-1514,1985-08-09,WL662014,904,,113705
Rafael,Ferreira,rafael.ferreira381@hotmail.com,+55 81 3685 0448,1972-09-25,PR997028,318,ASIA_MILES,497484
Emanuella,Cavalcante,emanuella.cavalcante382@outlook.com.br,+55 (011) 3547-2240,1943-11-29,QN142710,63,AADVANTAGE,458563
Antonella,Silveira,antonella.silveira383@terra.com.br,+55 41 0611-3900,1995-01-18,JE477260,73,EXECUTIVE_CLUB,268928
Vitor,Fonseca,vitor.fonseca384@icloud.com,0500-275-2340,2002-07-14,NU643928,627,SMILES,422586
Natália,Mendonça,natália.mendonça385@gmail.com,31 6833 5556,1991-08-06,VL467638,18,FLYING_BLUE,246799
Rhavi,Moraes,rhavi.moraes386@terra.com.br,84 1828-4399,1980-07-29,QR375116,233,ASIA_MILES,300020
Luna,da Rosa,luna.darosa387@icloud.com,51 9800 5573,1994-03-12,LU899314,677,SMILES,385862
Nathan,Moura,nathan.moura388@gmail.com,0900-266-0940,1971-10-13,YT206472,546,LATAM_PASS,151715
Ana Júlia,da Cunha,anajúlia.dacunha389@live.com,31 0175 0566,2000-08-10,TX848696,791,EXECUTIVE_CLUB,468160
Cecilia,Viana,cecilia.viana390@terra.com.br,0300-906-5869,1975-07-10,VG445534,994,SMILES,439790
Maysa,Vieira,maysa.vieira391@yahoo.com.br,+55 (081) 2420-4300,1951-07-27,YF544931,788,AADVANTAGE,80962
Isabelly,da Costa,isabelly.dacosta392@hotmail.com,+55 51 0697 1363,1979-06-29,QP700046,932,SMILES,459555
Carolina,Pastor,carolina.pastor393@hotmail.com,+55 31 4202 8612,1992-04-04,KT570208,228,SMILES,389637
João Pedro,Cunha,joãopedro.cunha394@yahoo.com.br,81 1402 4542,1978-02-08,VW569385,768,FLYING_BLUE,255690
João Vitor,da Luz,joãovitor.daluz395@yahoo.com.br,(011) 3023 2000,1952-01-17,RD150661,545,,288567
Gael,Correia,gael.correia396@yahoo.com.br,51 9282 4350,1970-11-17,DH142214,381,FLYING_BLUE,178526
Mariana,Nunes,mariana.nunes397@hotmail.com,+55 31 5329-5617,1989-01-07,ID120851,10,MILES_AND_GO,51335
Juliana,Cirino,juliana.cirino398@bol.com.br,41 4676-4089,2001-04-11,NS735018,400,TUDO_AZUL,40338
Maria,Marques,maria.marques399@terra.com.br,41 1408 3070,1955-02-02,XZ861161,210,ASIA_MILES,92263
Cauê,Gonçalves,cauê.gonçalves400@uol.com.br,+55 41 6027-3156,2001-05-27,GR225738,412,AADVANTAGE,44337
Maria Isis,Silveira,mariaisis.silveira401@yahoo.com.br,+55 (084) 7362 9245,1969-02-04,IE761978,258,MILES_AND_GO,77275
Zoe,Oliveira,zoe.oliveira402@live.com,(041) 7382-4382,1988-07-30,TI267189,653,ASIA_MILES,80081
Davi Lucas,da Mota,davilucas.damota403@outlook.com.br,0300-222-2833,1951-09-24,QW913360,315,SMILES,223157
Rebeca,Silveira,rebeca.silveira404@hotmail.com,21 5223-5906,1953-10-25,JK315962,240,EXECUTIVE_CLUB,160271
João Vitor,Mendonça,joãovitor.mendonça405@gmail.com,0800 401 4412,1992-11-30,LF413352,461,,318448
Ana Lívia,Fernandes,analívia.fernandes406@yahoo.com.br,0900 245 6708,1953-01-17,YT771023,779,SKYWARDS,56037
Pedro Lucas,Oliveira,pedrolucas.oliveira407@uol.com.br,(084) 0462 9337,2002-01-04,TO312031,342,FLYING_BLUE,56509
Agatha,Camargo,agatha.camargo408@terra.com.br,+55 (081) 5833-8789,2003-03-29,RR986303,933,TUDO_AZUL,476898
Emanuella,Viana,emanuella.viana409@hotmail.com,0800-053-0945,1990-03-11,QL315576,241,TUDO_AZUL,105964
Maria Luísa,Fonseca,marialuísa.fonseca410@terra.com.br,31 2572-3230,1944-06-13,YZ933116,105,ASIA_MILES,182339
Anthony,Mendes,anthony.mendes411@gmail.com,84 1869 4846,1978-07-01,DF203116,712,AADVANTAGE,141308
Maria Alice,da Paz,mariaalice.dapaz412@live.com,(084) 2914 8356,1989-05-10,ZZ766296,544,FLYING_BLUE,283867
Eloá,Aparecida,eloá.aparecida413@icloud.com,41 9227 0252,1983-11-03,VT609873,44,EXECUTIVE_CLUB,233128
Emilly,Porto,emilly.porto414@bol.com.br,+55 51 1055 6241,2001-02-21,JY973351,395,FLYING_BLUE,138029
João Pedro,Lima,joãopedro.lima415@outlook.com.br,84 8094 0596,1970-10-01,BT109842,694,MILEAGE_PLUS,57012
Ana Julia,Mendes,anajulia.mendes416@gmail.com,+55 (081) 6424-5320,1957-04-27,IG432191,864,,199063
Lorena,Dias,lorena.dias417@bol.com.br,+55 21 2614-3403,1998-04-15,VU359657,861,LATAM_PASS,493661
Maria Liz,Barbosa,marializ.barbosa418@terra.com.br,+55 81 3109-1568,1950-08-02,AR260619,242,TUDO_AZUL,335242
Thales,Rezende,thales.rezende419@gmail.com,21 3122 5264,1982-07-20,CD227614,903,AADVANTAGE,8047
Lívia,da Paz,lívia.dapaz420@live.com,(061) 0676-4428,1977-10-13,QF906837,925,SKYWARDS,356900
Júlia,Pires,júlia.pires421@uol.com.br,(061) 0781-0101,1942-12-09,UQ539990,662,LATAM_PASS,333218
João Gabriel,da Rocha,joãogabriel.darocha422@bol.com.br,+55 (021) 5694 2118,1976-01-22,DJ182252,420,MILES_AND_GO,188226
Maria Luísa,das Neves,marialuísa.dasneves423@gmail.com,+55 84 4910-0723,1942-02-27,KZ962479,993,,414869
Diego,Siqueira,diego.siqueira424@bol.com.br,0300 204 9930,2002-11-09,LP628245,538,SKYWARDS,491670
Kamilly,da Rocha,kamilly.darocha425@gmail.com,+55 71 1210-7043,2000-11-10,CJ464025,834,,402729
Dom,Alves,dom.alves426@terra.com.br,+55 (021) 3158 8785,1965-08-19,XO400257,491,MILES_AND_GO,180338
Breno,Gomes,breno.gomes427@outlook.com.br,(021) 7514-1483,1941-06-21,LR579210,542,,336399
Catarina,Barbosa,catarina.barbosa428@terra.com.br,+55 (031) 9514 2770,1967-11-09,KP504581,491,,40901
Leonardo,Azevedo,leonardo.azevedo429@terra.com.br,+55 31 8611-5111,1993-05-24,MZ940456,828,MILES_AND_GO,159036
Luara,Cavalcanti,luara.cavalcanti430@live.com,+55 41 4359 3410,1997-12-30,IP581598,577,EXECUTIVE_CLUB,234410
Isabel,Caldeira,isabel.caldeira431@outlook.com.br,(061) 0472 5531,2005-12-26,HG186477,788,,43306
Brayan,Monteiro,brayan.monteiro432@uol.com.br,+55 11 2207 2508,1974-05-25,SO462002,993,FLYING_BLUE,460485
Ana Laura,Duarte,analaura.duarte433@yahoo.com.br,+55 (031) 8860 9692,1960-11-17,LH165360,970,,373987
Anna Liz,Vargas,annaliz.vargas434@uol.com.br,+55 41 6010-9993,1995-09-19,JK309839,478,SMILES,438640
Dom,Pastor,dom.pastor435@hotmail.com,+55 81 0099-8129,2004-08-27,PI988909,904,,260848
Marcela,Santos,marcela.santos436@hotmail.com,0900 228 8741,2008-01-22,DG179568,260,MILES_AND_GO,488547
Bruna,Santos,bruna.santos437@bol.com.br,+55 (021) 5434-5026,1982-10-16,SN695520,155,MILEAGE_PLUS,44394
Letícia,da Luz,letícia.daluz438@yahoo.com.br,+55 51 8696 6481,1973-01-11,SV233956,539,,88779
Enzo,Andrade,enzo.andrade439@terra.com.br,+55 (041) 9272-4306,1945-03-10,VV588257,650,ASIA_MILES,462486
Marina,Melo,marina.melo440@live.com,41 3677-8107,1982-06-11,XH139511,453,,194422
